,specimen_collection_date,case_disposition,transmission_category,case_count,last_updated_at
0,2020-03-03T00:00:00.000,Confirmed,Community,2,2020-09-10T15:19:40.897
1,2020-03-05T00:00:00.000,Confirmed,Community,1,2020-09-10T15:19:40.897
2,2020-03-05T00:00:00.000,Confirmed,From Contact,5,2020-09-10T15:19:40.897
3,2020-03-07T00:00:00.000,Confirmed,From Contact,5,2020-09-10T15:19:40.897
4,2020-03-08T00:00:00.000,Confirmed,From Contact,1,2020-09-10T15:19:40.897
5,2020-03-10T00:00:00.000,Confirmed,From Contact,2,2020-09-10T15:19:40.897
6,2020-03-10T00:00:00.000,Confirmed,Community,4,2020-09-10T15:19:40.897
7,2020-03-11T00:00:00.000,Confirmed,From Contact,4,2020-09-10T15:19:40.897
8,2020-03-11T00:00:00.000,Confirmed,Community,5,2020-09-10T15:19:40.897
9,2020-03-12T00:00:00.000,Confirmed,Community,6,2020-09-10T15:19:40.897
10,2020-03-13T00:00:00.000,Confirmed,Community,12,2020-09-10T15:19:40.897
11,2020-03-13T00:00:00.000,Confirmed,From Contact,3,2020-09-10T15:19:40.897
12,2020-03-14T00:00:00.000,Confirmed,Community,10,2020-09-10T15:19:40.897
13,2020-03-15T00:00:00.000,Confirmed,From Contact,1,2020-09-10T15:19:40.897
14,2020-03-15T00:00:00.000,Confirmed,Unknown,1,2020-09-10T15:19:40.897
15,2020-03-15T00:00:00.000,Confirmed,Community,9,2020-09-10T15:19:40.897
16,2020-03-16T00:00:00.000,Confirmed,Community,31,2020-09-10T15:19:40.897
17,2020-03-16T00:00:00.000,Confirmed,Unknown,1,2020-09-10T15:19:40.897
18,2020-03-16T00:00:00.000,Confirmed,From Contact,9,2020-09-10T15:19:40.897
19,2020-03-17T00:00:00.000,Confirmed,Community,19,2020-09-10T15:19:40.897
20,2020-03-17T00:00:00.000,Death,From Contact,1,2020-09-10T15:19:40.897
21,2020-03-17T00:00:00.000,Confirmed,From Contact,5,2020-09-10T15:19:40.897
22,2020-03-17T00:00:00.000,Confirmed,Unknown,2,2020-09-10T15:19:40.897
23,2020-03-18T00:00:00.000,Confirmed,From Contact,6,2020-09-10T15:19:40.897
24,2020-03-18T00:00:00.000,Confirmed,Unknown,1,2020-09-10T15:19:40.897
25,2020-03-18T00:00:00.000,Confirmed,Community,14,2020-09-10T15:19:40.897
26,2020-03-19T00:00:00.000,Confirmed,From Contact,3,2020-09-10T15:19:40.897
27,2020-03-19T00:00:00.000,Confirmed,Community,16,2020-09-10T15:19:40.897
28,2020-03-20T00:00:00.000,Confirmed,From Contact,5,2020-09-10T15:19:40.897
29,2020-03-20T00:00:00.000,Confirmed,Unknown,1,2020-09-10T15:19:40.897
30,2020-03-20T00:00:00.000,Confirmed,Community,30,2020-09-10T15:19:40.897
31,2020-03-21T00:00:00.000,Confirmed,Community,15,2020-09-10T15:19:40.897
32,2020-03-21T00:00:00.000,Confirmed,From Contact,2,2020-09-10T15:19:40.897
33,2020-03-22T00:00:00.000,Confirmed,From Contact,3,2020-09-10T15:19:40.897
34,2020-03-22T00:00:00.000,Confirmed,Community,21,2020-09-10T15:19:40.897
35,2020-03-23T00:00:00.000,Confirmed,Community,26,2020-09-10T15:19:40.897
36,2020-03-23T00:00:00.000,Confirmed,From Contact,4,2020-09-10T15:19:40.897
37,2020-03-23T00:00:00.000,Confirmed,Unknown,3,2020-09-10T15:19:40.897
38,2020-03-24T00:00:00.000,Death,Community,1,2020-09-10T15:19:40.897
39,2020-03-24T00:00:00.000,Confirmed,From Contact,7,2020-09-10T15:19:40.897
40,2020-03-24T00:00:00.000,Confirmed,Community,32,2020-09-10T15:19:40.897
41,2020-03-24T00:00:00.000,Confirmed,Unknown,2,2020-09-10T15:19:40.897
42,2020-03-25T00:00:00.000,Confirmed,From Contact,4,2020-09-10T15:19:40.897
43,2020-03-25T00:00:00.000,Confirmed,Unknown,5,2020-09-10T15:19:40.897
44,2020-03-25T00:00:00.000,Confirmed,Community,34,2020-09-10T15:19:40.897
45,2020-03-26T00:00:00.000,Death,From Contact,1,2020-09-10T15:19:40.897
46,2020-03-26T00:00:00.000,Death,Community,2,2020-09-10T15:19:40.897
47,2020-03-26T00:00:00.000,Confirmed,Community,28,2020-09-10T15:19:40.897
48,2020-03-26T00:00:00.000,Confirmed,From Contact,6,2020-09-10T15:19:40.897
49,2020-03-26T00:00:00.000,Confirmed,Unknown,6,2020-09-10T15:19:40.897
50,2020-03-27T00:00:00.000,Death,Community,1,2020-09-10T15:19:40.897
51,2020-03-27T00:00:00.000,Confirmed,Unknown,3,2020-09-10T15:19:40.897
52,2020-03-27T00:00:00.000,Confirmed,Community,25,2020-09-10T15:19:40.897
53,2020-03-27T00:00:00.000,Death,From Contact,1,2020-09-10T15:19:40.897
54,2020-03-27T00:00:00.000,Confirmed,From Contact,4,2020-09-10T15:19:40.897
55,2020-03-28T00:00:00.000,Confirmed,From Contact,4,2020-09-10T15:19:40.897
56,2020-03-28T00:00:00.000,Confirmed,Community,13,2020-09-10T15:19:40.897
57,2020-03-29T00:00:00.000,Confirmed,Community,11,2020-09-10T15:19:40.897
58,2020-03-29T00:00:00.000,Confirmed,Unknown,1,2020-09-10T15:19:40.897
59,2020-03-29T00:00:00.000,Confirmed,From Contact,1,2020-09-10T15:19:40.897
60,2020-03-30T00:00:00.000,Confirmed,Unknown,3,2020-09-10T15:19:40.897
61,2020-03-30T00:00:00.000,Death,Community,1,2020-09-10T15:19:40.897
62,2020-03-30T00:00:00.000,Confirmed,Community,27,2020-09-10T15:19:40.897
63,2020-03-30T00:00:00.000,Confirmed,From Contact,12,2020-09-10T15:19:40.897
64,2020-03-31T00:00:00.000,Confirmed,Unknown,12,2020-09-10T15:19:40.897
65,2020-03-31T00:00:00.000,Confirmed,Community,29,2020-09-10T15:19:40.897
66,2020-03-31T00:00:00.000,Confirmed,From Contact,14,2020-09-10T15:19:40.897
67,2020-03-31T00:00:00.000,Death,Community,1,2020-09-10T15:19:40.897
68,2020-04-01T00:00:00.000,Death,Community,2,2020-09-10T15:19:40.897
69,2020-04-01T00:00:00.000,Confirmed,Unknown,7,2020-09-10T15:19:40.897
70,2020-04-01T00:00:00.000,Confirmed,From Contact,14,2020-09-10T15:19:40.897
71,2020-04-01T00:00:00.000,Death,From Contact,1,2020-09-10T15:19:40.897
72,2020-04-01T00:00:00.000,Confirmed,Community,18,2020-09-10T15:19:40.897
73,2020-04-02T00:00:00.000,Confirmed,Unknown,4,2020-09-10T15:19:40.897
74,2020-04-02T00:00:00.000,Confirmed,From Contact,11,2020-09-10T15:19:40.897
75,2020-04-02T00:00:00.000,Confirmed,Community,18,2020-09-10T15:19:40.897
76,2020-04-03T00:00:00.000,Confirmed,Unknown,3,2020-09-10T15:19:40.897
77,2020-04-03T00:00:00.000,Confirmed,Community,13,2020-09-10T15:19:40.897
